id,name,acronym,red,green,blue,structure_order,parent_id,parent_acronym,collapse
274,"Cingulate cortex, area 30 (Retrosplenial dysgranular cortex), layer6a",A30 (RSD)-6a,86,164,129,26400,879,A30 (RSD),
330,"Cingulate cortex, area 30 (Retrosplenial dysgranular cortex), layer6b",A30 (RSD)-6b,104,170,142,26500,879,A30 (RSD),
886,"Cingulate cortex, area 29 (Retrosplenial granular cortex)",A29 (RSG),112,255,120,26600,254,RS,
2132,"Cingulate cortex, area 29c (Retrosplenial granular cortex c)",A29c (RSGc),112,255,120,26610,886,A29 (RSG),
542,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer1",A29c (RSGc)-1,0,138,79,26700,2132,A29c (RSGc),
606,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer2",A29c (RSGc)-2,35,145,94,26800,2132,A29c (RSGc),
430,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer2/3",A29c (RSGc)-2/3,61,149,104,26900,2132,A29c (RSGc),
687,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer5",A29c (RSGc)-5,87,163,123,27000,2132,A29c (RSGc),
590,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer6a",A29c (RSGc)-6a,96,166,129,27100,2132,A29c (RSGc),
622,"Cingulate cortex, area 29c (Retrosplenial granular cortex c), layer6b",A29c (RSGc)-6b,105,169,135,27200,2132,A29c (RSGc),
2066,"Cingulate cortex, area 29b (Retrosplenial granular cortex b)",A29b (RSGb),112,255,120,27210,886,A29 (RSG),
2416,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer1",A29b (RSGb)-1,112,255,120,27220,2066,A29b (RSGb),
2417,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer2/3",A29b (RSGb)-2/3,112,255,120,27230,2066,A29b (RSGb),
2418,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer5",A29b (RSGb)-5,112,255,120,27240,2066,A29b (RSGb),
2419,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer6a",A29b (RSGb)-6a,112,255,120,27250,2066,A29b (RSGb),
2420,"Cingulate cortex, area 29b (Retrosplenial granular cortex b), layer6b",A29b (RSGb)-6b,112,255,120,27260,2066,A29b (RSGb),
2067,"Cingulate cortex, area 29a (Retrosplenial granular cortex a)",A29a (RSGa),112,255,120,27270,886,A29 (RSG),
2421,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer1",A29a (RSGa)-1,112,255,120,27280,2067,A29a (RSGa),
2422,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer2/3",A29a (RSGa)-2/3,112,255,120,27290,2067,A29a (RSGa),
2423,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer5",A29a (RSGa)-5,112,255,120,27291,2067,A29a (RSGa),
2424,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer6a",A29a (RSGa)-6a,112,255,120,27292,2067,A29a (RSGa),
2425,"Cingulate cortex, area 29a (Retrosplenial granular cortex a), layer6b",A29a (RSGa)-6b,112,255,120,27293,2067,A29a (RSGa),
22,parietal association cortex,PtA,112,255,119,27300,315,Isocortex,
2056,Medial parietal association cortex,MPtA,105,169,135,27910,22,PtA,
2381,"Medial parietal association cortex, layer 1",MPtA-1,105,169,135,27911,2056,MPtA,
2382,"Medial parietal association cortex, layer 2/3",MPtA-2,105,169,135,27912,2056,MPtA,
2383,"Medial parietal association cortex, layer 4",MPtA-4,105,169,135,27913,2056,MPtA,
2384,"Medial parietal association cortex, layer 5",MPtA-5,105,169,135,27914,2056,MPtA,
2385,"Medial parietal association cortex, layer 6a",MPtA-6a,105,169,135,27915,2056,MPtA,
2386,"Medial parietal association cortex, layer 6b",MPtA-6b,105,169,135,27916,2056,MPtA,
2057,Lateral parietal association cortex,LPtA,105,169,135,27920,22,PtA,
2387,"Lateral parietal association cortex, layer 1",LPtA-1,105,169,135,27921,2057,LPtA,
2388,"Lateral parietal association cortex, layer 2/3",LPtA-2/3,105,169,135,27922,2057,LPtA,
2389,"Lateral parietal association cortex, layer 4",LPtA-4,105,169,135,27923,2057,LPtA,
2390,"Lateral parietal association cortex, layer 5",LPtA-5,105,169,135,27924,2057,LPtA,
2391,"Lateral parietal association cortex, layer 6a",LPtA-6a,105,169,135,27925,2057,LPtA,
2392,"Lateral parietal association cortex, layer 6b",LPtA-6b,105,169,135,27926,2057,LPtA,
2082,"parietal cortex, posterior area, dorsal part",PtPD,112,255,119,27940,22,PtA,
2402,"Parietal cortex, posterior area, dorsal part, layer1",PtPD-1,112,255,119,27941,2082,PtPD,
2403,"Parietal cortex, posterior area, dorsal part, layer2/3",PtPD-2/3,112,255,119,27942,2082,PtPD,
2404,"Parietal cortex, posterior area, dorsal part, layer4",PtPD-4,112,255,119,27943,2082,PtPD,
2405,"Parietal cortex, posterior area, dorsal part, layer5",PtPD-5,112,255,119,27944,2082,PtPD,
2406,"Parietal cortex, posterior area, dorsal part, layer6a",PtPD-6a,112,255,119,27945,2082,PtPD,
2407,"Parietal cortex, posterior area, dorsal part, layer6b",PtPD-6b,112,255,119,27946,2082,PtPD,
541,Temporal association cortex,TeA ,112,255,122,28000,315,Isocortex,
97,"Temporal association cortex, layer1",TeA-1,0,140,110,28100,541,TeA ,
1127,"Temporal association cortex, layer2/3",TeA-2/3,0,145,121,28200,541,TeA ,
234,"Temporal association cortex, layer4",TeA-4,56,151,133,28300,541,TeA ,
289,"Temporal association cortex, layer5",TeA-5,82,165,150,28400,541,TeA ,
729,"Temporal association cortex, layer6a",TeA-6a,102,170,157,28500,541,TeA ,
786,"Temporal association cortex, layer6b",TeA-6b,124,177,165,28600,541,TeA ,
922,Perihinal cortex,PRh,112,255,117,28700,315,Isocortex,
335,"Perihinal cortex, layer6a",PRh-6a,79,166,164,28800,922,PRh,
368,"Perihinal cortex, layer6b",PRh-6b,99,171,173,28900,922,PRh,
2286,"Parietal cortex, posterior area, rostral part",PtPR,112,255,119,28930,22,PtA,
2396,"Parietal cortex, posterior area, rostral part, layer1",PtPR-1,112,255,119,28931,2286,PtPR,
2397,"Parietal cortex, posterior area, rostral part, layer2/3",PtPR-2/3,112,255,119,28932,2286,PtPR,
2398,"Parietal cortex, posterior area, rostral part, layer4",PtPR-4,112,255,119,28933,2286,PtPR,
2399,"Parietal cortex, posterior area, rostral part, layer5",PtPR-5,112,255,119,28934,2286,PtPR,
2400,"Parietal cortex, posterior area, rostral part, layer6a",PtPR-6a,112,255,119,28935,2286,PtPR,
2401,"Parietal cortex, posterior area, rostral part, layer6b",PtPR-6b,112,255,119,28936,2286,PtPR,
540,"Perihinal cortex, layer1",PRh-1,0,141,133,29000,922,PRh,
692,"Perihinal cortex, layer5",PRh-5,52,151,146,29100,922,PRh,
888,"Perihinal cortex, layer2/3",PRh-2/3,0,146,139,29200,922,PRh,
895,Ectorhinal cortex,Ect,112,255,115,29300,315,Isocortex,
836,"Ectorhinal cortex, layer1",Ect-1,0,140,121,29400,895,Ect,
427,"Ectorhinal cortex, layer2/3",Ect-2/3,19,147,133,29500,895,Ect,
988,"Ectorhinal cortex, layer5",Ect-5,54,151,140,29600,895,Ect,
977,"Ectorhinal cortex, layer6a",Ect-6a,80,165,156,29700,895,Ect,
1045,"Ectorhinal cortex, layer6b",Ect-6b,101,171,165,29800,895,Ect,
698,Olfactory areas,OLF,144,255,144,29900,695,CTXpl,
507,Main olfactory bulb,MOB,160,255,171,30000,698,OLF,
212,Glomerular layer of the olfactory bulb,Gl,140,235,151,30100,507,MOB,
220,Granule cell layer of the olfactory bulb,GrO,110,205,121,30200,507,MOB,
228,Internal plxiform layer of the olfactory bulb,IPl,160,255,171,30300,507,MOB,
236,Mitral cell layer of the olfactory bulb,Mi,130,225,141,30400,507,MOB,
244,External plexiform layer of the olfactory bulb,EPl,160,255,171,30500,507,MOB,
151,Accessory olfactory bulb,AOB,160,255,176,30600,698,OLF,
188,Glomerular layer of the accessory olfactory bulb,GlA,140,235,156,30700,151,AOB,
196,Granule cell layer of the accessory olfactory bulb,GrA,110,205,126,30800,151,AOB,
204,Mitral cell layer of the accessory olfactory bulb,MiA,130,225,146,30900,151,AOB,
2021,External plexiform layer of the accessory olfactory b,EPIA,130,225,146,30910,151,AOB,
159,Anterior olfactory area,AO,144,255,184,31000,698,OLF,
167,Anterior olfactory area dorsal part,AOD,192,255,200,31100,159,AO,
175,Anterior olfactory area external part,AOE,192,255,201,31200,159,AO,
160,"Anterior olfactory area, outer layer",AOOL,192,255,202,31250,159,AO,
183,Anterior olfactory area lateral part,AOL,192,255,202,31300,159,AO,
191,Anterior olfactory area medial part,AOM,192,255,203,31400,159,AO,
199,"Anterior olfactory area, posteroventral part",AOP/AOV,192,255,204,31500,159,AO,
2318,"Anterior olfactory area, ventral part",AOV,192,255,204,31510,199,AOP/AOV,
2319,"Anterior olfactory area, posterior part",AOP,192,255,204,31520,199,AOP/AOV,
589,Taenia tecta,TT,160,255,160,31800,698,OLF,
597,Dorsal tenia tecta,DTT,160,255,162,31900,589,TT,
1034,"Dorsal tenia tecta, layer 1",DTT1,160,255,162,32100,589,DTT,
1042,"Dorsal tenia tecta, layer 2",DTT2,160,255,162,32200,589,DTT,
1050,"Dorsal tenia tecta, layer 3",DTT3,160,255,162,32300,589,DTT,
1059,"Dorsal tenia tecta, layer 4",DTT4,160,255,162,32400,589,DTT,
605,Ventral tenia tecta,VTT,160,255,161,32500,589,TT,
1067,"Ventral tenia tecta, layer 1",VTT1,160,255,161,32700,589,VTT,
1075,"Ventral tenia tecta, layer 2",VTT2,160,255,161,32800,589,VTT,
1082,"Ventral tenia tecta, layer 3",VTT3,160,255,161,32900,589,VTT,
814,"Cingulate cortex, area 25 (dorsal peduncular cortex)",A25 (DP),112,255,125,33000,698,OLF,
496,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer1",A25 (DP)-1,0,158,81,33100,814,A25 (DP),
535,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer2",A25 (DP)-2,60,164,99,33200,814,A25 (DP),
360,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer2/3",A25 (DP)-2/3,83,169,111,33300,814,A25 (DP),
646,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer5",A25 (DP)-5,109,185,130,33400,814,A25 (DP),
267,"Cingulate cortex, area 25 (dorsal peduncular cortex), layer6a",A25 (DP)-6a,130,192,143,33500,814,A25 (DP),
2019,Dorsal transition zone,DTr,130,192,143,33510,814,A25 (DP),
961,Piriform cortex,PIR,160,255,167,33600,698,OLF,
276,Piriform cortex 1,Pir1,160,255,167,33800,961,PIR,
284,Piriform cortex 2,Pir2,160,255,167,33900,961,PIR,
291,Piriform cortex 3,Pir3,160,255,167,34000,961,PIR,
2024,Cortex-amygdala transition zone,CxA,160,255,170,34010,961,PIR,
2303,Cortex-amygdala transition zone Layer1,CxA1,160,255,170,34020,2024,CxA,
2304,Cortex-amygdala transition zone Layer2,CxA2,160,255,170,34030,2024,CxA,
2305,Cortex-amygdala transition zone Layer3,CxA3,160,255,170,34040,2024,CxA,
619,Nucleus of the lateral olfactory tract,LOT,160,255,170,34100,698,OLF,
260,Nucleus of the lateral olfactory tract 1,LOT1,160,255,170,34300,619,LOT,
268,Nucleus of the lateral olfactory tract 2,LOT2,160,255,170,34400,619,LOT,
1139,Nucleus of the lateral olfactory tract 3,LOT3,160,255,170,34500,619,LOT,
631,cortical amygdaloid nucleus,CO,160,255,177,34600,698,OLF,
639,Anterior cortical amygdaloid nucleus,ACo ,160,255,178,34700,631,CO,
192,"Anterior cortical amygdaloid nucleus, layer1",ACo-1,160,255,178,34800,639,ACo ,
200,"Anterior cortical amygdaloid nucleus, layer2",ACo-2,160,255,178,34900,639,ACo ,
208,"Anterior cortical amygdaloid nucleus, layer3",ACo-3,160,255,178,35000,639,ACo ,
647,Posterior cortical amygdaloid area,PCO,160,255,179,35100,631,CO,
655,Posterolateral cortical amygdaloid area,PLCo,160,255,180,35200,647,PCO,
216,Posterolateral cortical amygdaloid area 1,PLCo1,160,255,180,35500,655,PLCo,
224,Posterolateral cortical amygdaloid area 2,PLCo2,160,255,180,35600,655,PLCo,
232,Posterolateral cortical amygdaloid area 3,PLCo3,160,255,180,35700,655,PLCo,
663,Posteromedial cortical amygdaloid area,PMCo,160,255,181,35800,647,PCO,
240,Posteromedial cortical amygdaloid area 1,PMCo1,160,255,181,36100,663,PMCo,
248,Posteromedial cortical amygdaloid area 2,PMCo2,160,255,181,36200,663,PMCo,
256,Posteromedial cortical amygdaloid area 3,PMCo3,160,255,181,36300,663,PMCo,
788,Rostral amygdalopiriform area,RAPir,160,255,169,36400,698,OLF,
408,Rostral amygdalopiriform area 1,RAPir1,160,255,169,36600,788,RAPir,
416,Rostral amygdalopiriform area 2,RAPir2,160,255,169,36700,788,RAPir,
424,Rostral amygdalopiriform area 3,RAPir3,160,255,169,36800,788,RAPir,
566,Amygdalopiriform transition area,Apir,160,255,166,36900,698,OLF,
1140,"Postpiriform transition area, layers 1",APir1,160,255,166,37100,566,Apir,
1141,"Postpiriform transition area, layers 2",APir2,160,255,166,37200,566,Apir,
1142,"Postpiriform transition area, layers 3",APir3,160,255,166,37300,566,Apir,
1089,Hippocampal formation,HPF,144,255,176,37400,695,CTXpl,
1080,Hippocampal region,HIP,121,255,128,37500,1089,HPF,
375,Ammon's horn,CA,122,255,122,37600,1080,HIP,
382,Field CA1 of the hippocampus,CA1,122,255,121,37700,375,CA,
391,Field CA1 of the hippocampus- lacunosum moleculare layer of the hippocampus,CA1_LMol ,123,255,121,37800,382,CA1,
399,Field CA1 of the hippocampus- oriens layer of the hippocampus,CA1_Or,124,255,121,37900,382,CA1,
407,Field CA1 of the hippocampus- pyramidal layer of the hippocampus,CA1_Py,75,230,70,38000,382,CA1,
415,Field CA1 of the hippocampus- radiatum layer of the hippocampus,CA1_Rad,126,255,121,38100,382,CA1,
423,Field CA2 of the hippocampus,CA2,122,255,120,38200,375,CA,
431,Field CA2 of the hippocampus- lacunosum moleculare layer of the hippocampus,CA2_LMol ,123,255,120,38300,423,CA2,
438,Field CA2 of the hippocampus- oriens layer of the hippocampus,CA2_Or,124,255,120,38400,423,CA2,
446,Field CA2 of the hippocampus- pyramidal layer of the hippocampus,CA2_Py,75,230,70,38500,423,CA2,
454,Field CA2 of the hippocampus- radiatum layer of the hippocampus,CA2_Rad,126,255,120,38600,423,CA2,
463,Field CA3 of the hippocampus,CA3,122,255,119,38700,375,CA,
471,Field CA3 of the hippocampus- lacunosum moleculare layer of the hippocampus,CA3_LMol ,123,255,119,38800,463,CA3,
479,Field CA3 of the hippocampus- stratum lucidum of the hippocampus,SLu ,124,255,119,38900,463,CA3,
486,Field CA3 of the hippocampus- oriens layer of the hippocampus,CA3_Or,125,255,119,39000,463,CA3,
495,Field CA3 of the hippocampus- pyramidal layer of the hippocampus,CA3_Py,75,230,70,39100,463,CA3,
504,Field CA3 of the hippocampus- radiatum layer of the hippocampus,CA3_Rad,127,255,119,39200,463,CA3,
726,Dentate gyrus,DG,114,250,114,39300,1080,HIP,
10703,Molecular layer of the dentate gyrus,MoDG,114,250,114,39400,726,DG,
10704,Polymorph layer of the dentate gyrus,PoDG,94,230,94,39500,726,DG,
632,Granule cell layer of the dentate gyrus,GrDG,64,200,64,39600,726,DG,
982,Fasciola cinereum,FC,114,253,114,41000,1080,HIP,
19,Induseum griseum,IG,114,254,114,41100,1080,HIP,
822,Retrohippocampal region,RHP,144,255,176,41200,1089,HPF,
909,Entorhinal area,ENT,128,255,144,41300,822,RHP,
918,Dorsolateral entorhinal cortex,DLEnt,128,255,145,41350,909,ENT,
1121,"Dorsolateral entorhinal cortex, layer 1",DLEnt1,0,104,101,41400,918,DLEnt,
20,"Dorsolateral entorhinal cortex, layer 2",DLEnt2,0,114,116,41500,918,DLEnt,
999,"Dorsolateral entorhinal cortex, layer 2/3",DLEnt2/3,50,133,139,41600,918,DLEnt,
715,"Dorsolateral entorhinal cortex, layer 2a",DLEnta,0,115,122,41700,918,DLEnt,
764,"Dorsolateral entorhinal cortex, layer 2b",DLEntb,0,128,132,41800,918,DLEnt,
52,"Dorsolateral entorhinal cortex, layer 3",DLEnt3,86,151,158,41900,918,DLEnt,
92,"Dorsolateral entorhinal cortex, layer 4",DLEnt4,117,161,167,42000,918,DLEnt,
312,"Dorsolateral entorhinal cortex, layer 4/5",DLEnt4/5,157,184,189,42100,918,DLEnt,
139,"Dorsolateral entorhinal cortex, layer 5",DLEnt5,190,204,206,42200,918,DLEnt,
387,"Dorsolateral entorhinal cortex, layer 5/6",DLEnt5/6,138,168,168,42300,918,DLEnt,
28,"Dorsolateral entorhinal cortex, layer 6a",DLEnt6a,148,179,173,42400,918,DLEnt,
60,"Dorsolateral entorhinal cortex, layer 6b",DLEnt6b,180,199,193,42500,918,DLEnt,
926,Dorsal intermediate entorhinal cortex,DIEnt,128,255,146,42700,909,ENT,
526,"Dorsal intermediate entorhinal cortex, layer 1",DIEnt1,0,104,87,42800,926,DIEnt,
543,"Dorsal intermediate entorhinal cortex, layer 2",DIEnt2,0,118,106,42900,926,DIEnt,
468,"Dorsal intermediate entorhinal cortex, layer 2a",DIEnt2a,1,118,106,43000,926,DIEnt,
508,"Dorsal intermediate entorhinal cortex, layer 2b",DIEnt2b,2,118,106,43100,926,DIEnt,
2408,"Dorsal intermediate entorhinal cortex, layer 2/3",DIEnt2/3,2,118,106,43110,926,DIEnt,
664,"Dorsal intermediate entorhinal cortex, layer 3",DIEnt3,36,122,111,43200,926,DIEnt,
712,"Dorsal intermediate entorhinal cortex, layer 4",DIEnt4,63,135,126,43300,926,DIEnt,
727,"Dorsal intermediate entorhinal cortex, layer 5",DIEnt5,64,135,126,43400,926,DIEnt,
550,"Dorsal intermediate entorhinal cortex, layer 5/6",DIEnt5/6,81,139,133,43500,926,DIEnt,
743,"Dorsal intermediate entorhinal cortex, layer 6",DIEnt6,108,156,152,43600,926,DIEnt,
934,Ventral intermediate entorhinal cortex,VIEnt,128,255,147,43700,909,ENT,
259,"Ventral intermediate entorhinal cortex, layer 1",VIEnt1,0,104,96,43800,934,VIEnt,
324,"Ventral intermediate entorhinal cortex, layer 2",VIEnt2,0,117,111,43900,934,VIEnt,
371,"Ventral intermediate entorhinal cortex, layer 3",VIEnt3,35,122,117,44000,934,VIEnt,
419,"Ventral intermediate entorhinal cortex, layer 4",VIEnt4,62,135,133,44100,934,VIEnt,
1133,"Ventral intermediate entorhinal cortex, layer 5/6",VIEnt5/6,80,140,140,44200,934,VIEnt,
2159,Medial entorhinal cortex,MEnt,80,140,140,44220,909,ENT,
2164,"Medial entorhinal cortex, layer 1",MEnt1,80,140,140,44230,2159,MEnt,
2444,"Medial entorhinal cortex, layer 2",MEnt2,80,140,140,44240,2159,MEnt,
2445,"Medial entorhinal cortex, layer 3",MEnt3,80,140,140,44250,2159,MEnt,
2446,"Medial entorhinal cortex, layer 5",MEnt5,80,140,140,44260,2159,MEnt,
2447,"Medial entorhinal cortex, layer 6",MEnt6,80,140,140,44270,2159,MEnt,
2161,Caudomedial entothinal cortex,CEnt,80,140,140,44280,909,ENT,
2448,"Caudomedial entothinal cortex, layer 1",CEnt1,80,140,140,44290,2161,CEnt,
2449,"Caudomedial entothinal cortex, layer 2",CEnt2,80,140,140,44291,2161,CEnt,
2450,"Caudomedial entothinal cortex, layer 3",CEnt3,80,140,140,44292,2161,CEnt,
2451,"Caudomedial entothinal cortex, layer 5",CEnt5,80,140,140,44293,2161,CEnt,
2452,"Caudomedial entothinal cortex, layer 6",CEnt6,80,140,140,44294,2161,CEnt,
1084,Presubiculum,PsS,129,255,161,45190,822,RHP,
10699,"Presubiculum, layer 1",PsS1,129,255,161,45200,1084,PRE,
10700,"Presubiculum, layer 2",PsS2,129,255,161,45300,1084,PRE,
10701,"Presubiculum, layer 3",PsS3,129,255,161,45400,1084,PRE,
843,Parasubiculum,PaS,129,255,160,44300,822,RHP,
10693,"Parasubiculum, layer 1",PaS1,129,255,160,44400,843,PaS,
10694,"Parasubiculum, layer 2",PaS2,129,255,160,44500,843,PaS,
10695,"Parasubiculum, layer 3",PaS3,129,255,160,44600,843,PaS,
1037,Postsubiculum,Post,128,255,160,44700,822,RHP,
10696,"Postsubiculum, layer 1",Post1,128,255,160,44800,1037,Post,
10697,"Postsubiculum, layer 2",Post2,128,255,160,44900,1037,Post,
10698,"Postsubiculum, layer 3",Post3,128,255,160,45000,1037,Post,
502,Subiculum,SUB,128,255,151,45500,822,RHP,
509,Dorsal subiculum,DS,129,255,151,45600,502,SUB,
829,"Dorsal subiculum, molecular layer",DS-m,129,255,151,45700,509,DS,
845,"Dorsal subiculum, pyramidal layer",DS-sp,100,230,121,45800,509,DS,
837,"Dorsal subiculum, stratum radiatum",DS-sr,129,255,151,45900,509,DS,
518,Ventral subiculum,VeS,130,255,151,46000,502,SUB,
853,"Ventral subiculum, molecular layer",VeS-m,130,255,151,46100,518,VeS,
870,"Ventral subiculum, pyramidal layer",VeS-sp,100,230,121,46200,518,VeS,
861,"Ventral subiculum, stratum radiatum",VeS-sr,130,255,151,46300,518,VeS,
2440,"Subiculum, transition area",STr,130,255,151,46310,502,SUB,
2441,"Subiculum, transition area, molecular layer",STr-m,130,255,151,46320,2440,STr,
2442,"Subiculum, transition area, pyramidal layer",STr-sp,130,255,151,46330,2440,STr,
2443,"Subiculum, transition area, stratum radiatum",STr-sr,130,255,151,46340,2440,STr,
703,Cortical subplate,CTXsp,80,255,80,46400,688,CTX,
16,"Layer 6b, isocortex",6b,80,255,81,46500,703,CTXsp,
583,Claustrum,Cl,80,255,85,46600,703,CTXsp,
2002,Dorsal claustrum,DCl,80,255,85,46610,583,Cl,
2003,Ventral claustrum,VCl,80,255,85,46620,583,Cl,
942,Endopiriform nucleus,En,80,255,87,46700,703,CTXsp,
952,Dorsal endopiriform nucleus,DEn ,81,255,87,46800,942,En,
966,Ventral endopiriform nucleus,VEn,82,255,87,46900,942,En,
2085,Intermediate endopiriform claustrum,IEn,82,255,87,46910,942,En,
2426,Retroendopiriform nucleus ,REn,82,255,87,46920,942,En,
131,Lateral amygdaloid nucleus,La,80,255,88,47000,703,CTXsp,
2068,"Lateral amygdaloid nucleus, dorsolateral part",LaDL,80,255,88,47010,131,La,
2052,"Lateral amygdaloid nucleus, ventrolateral part",LaVL,80,255,88,47020,131,La,
2060,"Lateral amygdaloid nucleus, ventromedial part",LaVM,80,255,88,47030,131,La,
295,Basolateral amygdalar nucleus,BL,80,255,83,47100,703,CTXsp,
303,"Basolateral amygdaloid nucleus, anterior part",BLA,81,255,83,47200,295,BL,
311,"Basolateral amygdaloid nucleus, posterior part",BLP,82,255,83,47300,295,BL,
451,"Basolateral amygdaloid nucleus, ventral part",BLV,73,255,83,47400,295,BL,
319,Basomedial amygdalar nucleus,BM,80,255,84,47500,703,CTXsp,
327,"Basomedial amygdaloid nucleus, anterior part",BMA,81,255,84,47600,319,BM,
334,"Basomedial amygdaloid nucleus, posterior part",BMP,82,255,84,47700,319,BM,
780,Amygdalohippocampal area,AHi,80,255,89,47800,703,CTXsp,
2086,"Amygdalohippocampal area, anterolateral part",AHiAL,80,255,89,47810,780,AHi,
2087,"Amygdalohippocampal area, posteromedial part",AHiPM,80,255,89,47820,780,AHi,
2088,"Amygdalohippocampal area, posterolateral",AHiPL,80,255,89,47830,780,AHi,
623,Cerebral nuclei,CNU,176,216,255,47900,567,CH,
477,Striatum,STR,160,200,232,48000,623,CNU,
485,Striatum dorsal region,STRd,160,216,232,48100,477,STR,
672,Caudate Putamen ,CP,160,216,248,48200,485,STRd,
2376,Caudoputamen- rostral extreme,CPre,160,216,248,48210,672,CP,
2491,Caudoputamen- rostral,CPr,160,216,248,48220,672,CP,
2294,"Caudoputamen- rostral, medial","CPr, m",160,216,248,48221,2491,CPr,
2295,"Caudoputamen- rostral, intermediate, dorsal","CPr, imd",160,216,248,48222,2491,CPr,
2296,"Caudoputamen- rostral, intermediate, ventral","CPr, imv",160,216,248,48223,2491,CPr,
2497,"Caudoputamen- rostral, lateral","CPr, l",160,216,248,48224,2491,CPr,
2395,"Caudoputamen- rostral, lateral, lateral strip","CPr, l, ls",160,216,248,48225,2497,"CPr, l",
2297,"Caudoputamen- rostra,l lateral, ventromedial","CPr, l, vm",160,216,248,48226,2497,"CPr, l",
2492,Caudoputamen- intermediate,CPi,160,216,248,48230,672,CP,
2498,"Caudoputamen- intermediate, dorsomedial","CPi, dm",160,216,248,48231,2492,CPi,
2299,"Caudoputamen- intermediate, dorsomedial, dorsolateral","CPi, dm, dl",160,216,248,48232,2498,"Cpi, dm",
2298,"Caudoputamen- intermediate, dorsomedial, intermedial","CPi, dm, im",160,216,248,48233,2498,"Cpi, dm",
2374,"Caudoputamen- intermediate, dorsomedial, central dorsal","CPi, dm, cd",160,216,248,48234,2498,"Cpi, dm",
2380,"Caudoputamen- intermediate, dorsomedial, dorsal tip ","CPi, dm, dt",160,216,248,48235,2498,"Cpi, dm",
2500,"Caudoputamen- intermediate, ventromedial","CPi, vm",160,216,248,48236,2492,CPi,
2302,"Caudoputamen- intermediate, ventromedial, ventromedial","CPi, vm, vm",160,216,248,48237,2500,"CPi, vm",
2480,"Caudoputamen- intermediate, ventromedial, ventral","CPi, vm, v",160,216,248,48238,2500,"CPi, vm",
2483,"Caudoputamen- intermediate, ventromedial, central ventromedial","CPi, vm, cvm",160,216,248,48239,2500,"CPi, vm",
2499,"Caudoputamen- intermediate, dorsolateral, ","CPi, dl",160,216,248,48240,2492,CPi,
2300,"Caudoputamen- intermediate, dorsolateral, dorsal","CPi, dl, d",160,216,248,48241,2499,"Cpi, dl",
2301,"Caudoputamen- intermediate, dorsolateral, intermedial dorsal","CPi, dl, imd",160,216,248,48242,2499,"Cpi, dl",
2501,"Caudoputamen- intermediate, ventrolateral","CPi, vl",160,216,248,48243,2492,CPi,
2479,"Caudoputamen- intermediate, ventrolateral, intermedial ventral","CPi, vl, imv",160,216,248,48244,2501,"CPi, vl",
2482,"Caudoputamen- intermediate, ventrolateral, ventral","CPi, vl, v",160,216,248,48245,2501,"CPi, vl",
2481,"Caudoputamen- intermediate, ventrolateral, ventral tip","CPi, vl, vt",160,216,248,48246,2501,"CPi, vl",
2370,"Caudoputamen- intermediate, ventrolateral, central ventrolateral","CPi, vl, cvl",160,216,248,48247,2501,"CPi, vl",
2496,Caudoputamen- caudal,CPc,160,216,248,48250,672,CP,
2493,"Caudoputamen- caudal, dorsal","CPc, d",160,216,248,48251,2496,CPc,
2484,"Caudoputamen- caudal, dorsal, dorsomedial","CPc, d, dm",160,216,248,48252,2493,"CPc, d",
2485,"Caudoputamen- caudal, dorsal, dorsolateral","CPc, d, dl",160,216,248,48253,2493,"CPc, d",
2486,"Caudoputamen- caudal, dorsal, ventromedial","CPc, d, vm",160,216,248,48254,2493,"CPc, d",
2494,"Caudoputamen- caudal, intermediate","CPc, i",160,216,248,48255,2496,CPc,
2487,"Caudoputamen- caudal, intermediate, dorsal","CPc, i, d",160,216,248,48256,2494,"CPc, i",
2489,"Caudoputamen- caudal, intermediate, ventromedial","CPc, i, vm",160,216,248,48257,2494,"CPc, i",
2488,"Caudoputamen- caudal, intermediate, ventrolateral","CPc, i, vl",160,216,248,48258,2494,"CPc, i",
2490,"Caudoputamen- caudal, ventral","CPc, v",160,216,248,48259,2496,CPc,
2495,Caudoputamen- caudal extreme,CPce,160,216,248,48260,672,CP,
2001,Lateral stripe of the striatum ,LSS,160,216,248,48296,672,Cpu,
2050,Amygdalostriatal transition area,ASt ,160,216,248,48297,672,Cpu,
493,Striatum ventral region,STRv,160,232,232,48300,477,STR,
56,Accumbens nucleus,Acb,160,232,224,48400,493,STRv,
